url	title	author	publish_time	comment_count	digg_count	collect_count
https://www.douyin.com/video/7336293063997820194	职业背债人骗局揭秘#职业背债人 #无不良引导	胡说峰老湿	2024-02-17 04:09:13	474	1964	479
https://www.douyin.com/video/7360877977623612683	男子做职业背债人中介，帮助批贷1个亿，获利5百万，有什么法律风险吗？#贷款 #职业背债 #贷款诈骗罪 #法律咨询 #抖来普法2024	蓝江律师	2024-04-23 10:06:09	4624	35463	5473
https://www.douyin.com/video/7315006561439534375	警惕，不要上当！不要毁了你的一切可能！ #职业背债人应该引起重视 #背债人	龙曜资产	2023-12-22 19:30:00	1248	10751	1676
https://www.douyin.com/video/7328016984585571621	职业背债人这个新型骗局，竟然比缅北诈骗还恐怖#新型骗局  #重庆房产 #重庆法拍房	当然聊法拍	2024-01-25 20:48:36	2701	25026	9513
https://www.douyin.com/video/7292066205421063462	那些背债的人后来怎么样了？中介收50万很惶恐！ #丁哥说法	丁哥说法	2023-10-20 23:42:06	643	2566	559
https://www.douyin.com/video/7300591189571472691	背债人生意 套路解析 防骗指南#财经 #金融 #认知 #商业思维 #沉心观世界	沉心观世界	2023-11-12 23:02:35	177	3777	765
https://www.douyin.com/video/7346528592844705043	你以为别人好心请你吃饭，实际上，你才是桌上的晚餐 #债务	璐哥看透彻	2024-03-15 18:03:43	148	95201	19336
https://www.douyin.com/video/7299643885700042020	人性本贪，人性本懒，人性本恶#背债人的生活 #行业揭秘	比尔盖南	2023-11-10 09:46:40	8829	188619	42248
https://www.douyin.com/video/7265696106221161782	背债中介那么多，你到底该信哪一个？生活很美好，不去背债行不行？#背债人 #揭秘 #大实话	@刘俊	2023-08-10 22:11:48	1743	3443	447
https://www.douyin.com/video/7317510668066868531	职业背债人，套路骗术细节解析  #金融小知识  #职业背债人  #防骗指南  #传播正能量 	超公子说财商	2023-12-28 13:18:57	154	602	305
https://www.douyin.com/video/7395083228853390630	职业背债人 职业背债人#股权  #认知  #人性	股权设计室	2024-07-24 19:00:00	892	2831	810
https://www.douyin.com/video/7381132247975333183	揭秘职业背债人行业内幕#揭秘 #背债人 #商业思维 #认知 #干货分享	dada商业说(IP陪跑)	2024-06-17 10:00:00	209	5947	2335
https://www.douyin.com/video/7279006217693924660	三个月能挣五百万？今天揭秘一下”职业背债人“#揭秘骗局 #商业思维 #职业背债人	洋哥说事儿	2023-09-15 19:02:06	1217	2293	617
https://www.douyin.com/video/7322025931181215028	背债人是什么意思？巨大风险你知道吗？#背债人 #抖来学法 #认知 #行业大揭秘	陈教主（重生日记）	2024-01-09 17:20:22	453	925	281
https://www.douyin.com/video/7325630145614613795	谁在做背债人？迷人外表下有哪些风险？职业背债人骗局详解 #职业背债人 #职业背债人应该引起重视	镜相工作室	2024-01-19 10:27:01	75	4246	433
https://www.douyin.com/video/7233343436978408759	背债到底能不能做？我从背债人和背债从业人员两个放面聊聊 #银行贷款 #背债人 #长沙贷款	长沙老阳说金融	2023-05-15 17:46:56	499	1864	428
https://www.douyin.com/video/7246713891449769251	职业背债人啥也不做，三个月轻松到手500万#重庆法拍房 #重庆房产 #不良资产处置	重庆法拍房枫枫	2023-06-20 18:31:03	7490	40322	8310
https://www.douyin.com/video/7372489107458493706	什么是职业背债人，又名代持人 #买房 #重庆房产	小郑说房(直播号)	2024-05-24 17:03:13	146	1759	265
https://www.douyin.com/video/7372083191101902130	警惕职业背债套路#贷款 #负债 #吴先生金融说	吴先生金融说	2024-05-23 15:08:07	4921	3354	535
https://www.douyin.com/video/7368060261762141477	出现新骗局，背债人，记得转发给你朋友，不要上当受骗！#昆明同城 #昆明房产 #一个敢说真话的房产 #避坑指南 #昆明楼市	昆明阿鹏说房	2024-05-12 18:37:02	774	7917	4156
https://www.douyin.com/video/7358811581435710770	大🔥觉得值得吗？#内容过于真实 #负债 #征信	陈小五	2024-04-17 20:27:24	751	1538	265
https://www.douyin.com/video/7323792483324857652	最近很火的新骗局，3月到手50万？@国家反诈中心 #新骗局又来了大家注意防范 #金融	起哥的车库	2024-01-14 11:35:28	2305	24720	2628
https://www.douyin.com/video/7307947913026555170	竟然还有这个职业，给你多少钱你会干？#职业背债人 #揭秘 #背债人 #震惊三观	闯业居居	2023-12-02 18:50:32	551	3137	961
https://www.douyin.com/video/7394440301156240652	#成都 #知识分享	小敏信息咨询工作室	2024-07-22 20:45:01	180	311	30
https://www.douyin.com/video/7368777960117013775	德阳 出现了新骗局背债人！#德阳 #一个敢说真话的房产人 #抖音房产	德阳老肖说房	2024-05-14 17:02:05	243	2791	923
https://www.douyin.com/video/7339580105154530600	重庆新骗局太恐怖了，月入百万你能把持住吗？#重庆 #骗局 #贷款 #职业背债人	赵震惊	2024-02-26 11:30:00	9016	52229	9111
https://www.douyin.com/video/7234864057231199546	背债弥天大骗局，谨防！快转发给你最亲的人。#骗局揭秘 #背债 #诈骗防范	瀚中	2023-05-19 20:07:42	9087	2836	547
https://www.douyin.com/video/7376561349914004746	当老赵碰上“背债人”，白白扔了30万，哈哈！#郑州金融服务老赵 #郑州 #郑州助贷 #郑州同城 #财经	郑州老赵-企业咨询	2024-06-04 16:25:36	165	1019	130
https://www.douyin.com/video/7383263639219735808	一种神秘人群：职业背债人！大家小心避免上当！#背债人 #金融常识 #万万想不到	琦说金融	2024-06-22 17:53:58	2552	6877	1008
https://www.douyin.com/video/7373578695363087627	警惕职业背债人，一个比缅北诈骗更恐怖的行业！ #法律咨询 #北京刑事律师 #刑事辩护	北京律师老刘	2024-05-31 18:10:00	470	6666	3205
https://www.douyin.com/video/7198159840496160055	一个视频讲清“背债贷款”，法律风险是什么？代价是什么？#法律科普 	葛萌律师	2023-02-09 22:16:48	3903	5189	2265
https://www.douyin.com/video/7329325148819950859	上海警方披露一起涉案6000万元的房贷诈骗案，黄牛以利诱揽“背债人”承诺“1个月到手百万”“3到6个月，到手500万”，有人背负数百万贷款被中介一脚踢开，有人被骗取个人信息，进行违法犯罪活动	新京报	2024-01-29 09:25:18	5394	15685	3149
https://www.douyin.com/video/7342088926644997426	银行内幕你知道吗#银行 #银行那些事 #银行内幕 #银行贷款 #背债人	大成聊金融（不良资产）	2024-03-03 18:55:02	644	8375	1798
https://www.douyin.com/video/7367941712771108147	职业背债人，背1000万，到手600万，会判多久 #背债人 #刑事律师 #深圳律师	深圳李凯律师刑事法律在线咨询	2024-05-13 17:30:00	1839	8942	912
https://www.douyin.com/video/7291266293431274804	警惕背债骗局！ #背债人 #征信 #社保	晓芳聊财经	2023-10-18 19:57:15	877	6068	1009
https://www.douyin.com/video/7280364504276389132	职业背债人，都是被骗的！#段成 #说真话	段成 金融顾问	2023-09-19 10:52:44	21212	16919	3444
https://www.douyin.com/video/7329439053928041763	“职业背债人”配合贷款  1个月躺赚百万？实际背后暗藏深坑，拿不到钱还背房贷	Vista看天下	2024-01-29 16:47:49	5663	49591	8615
https://www.douyin.com/video/7331982916379086090	今天风光无限，明天就变成失信人 #徐不投 #职业背债人 #失信人 #商业	徐不投	2024-02-14 10:00:00	550	7344	1025
https://www.douyin.com/video/7345051611942702371	视频里的内容大家一定不要做。现在已经有新的骗局打法，下期揭露。#高瑞 #高瑞聊金融 #企业服务 #银行贷款 #华城瑞讯	高瑞 企业服务	2024-03-11 18:31:49	1482	8789	1528
https://www.douyin.com/video/7350138001088908607	比诈骗还恐怖的行业！背债人背后的真相是什么？ #老板#商业思维 #涨知识 #股权设计 #臧其超	藏其超新商业	2024-03-25 11:30:05	30	633	128
https://www.douyin.com/video/7275269752925310266	职业背债人出现了，用征信换贷款，然后断供，房地产离暴雷还有多远？#房贷 #职业背债人应该引起重视 #断供的后果	小镇诗人	2023-09-05 17:22:30	11436	93648	13924
https://www.douyin.com/video/7302614665278917907	背债人真的是在过有钱又清闲的日子吗？#背债人的生活 #银行那些事 @DOU+小助手	中融亚洲	2023-11-18 09:54:50	705	2304	398
https://www.douyin.com/video/7382930977049316627	3个月躺赚几百万?职业背债人的黑幕#抖来普法2024	马俊哲律师	2024-06-22 08:00:00	137	6348	2129
https://www.douyin.com/video/7332716554192243980	金融骗局后续#贷款买房#金融常识 #金融危机	董老师聊金融	2024-02-07 12:46:47	1052	3667	1275
https://www.douyin.com/video/7377744853536378149	职业背债人，背1000万，到手400万，有可能会判多久 #职业背债人 #刑事律师 #深圳律师	深圳李凯律师刑事法律在线咨询	2024-06-07 20:58:00	1578	3865	459
https://www.douyin.com/video/7336754116372335912	"远离背债，别拿自己的一生开玩笑
#行走的银行 #银行人 #背债人"	山城王小王	2024-02-18 09:53:48	6	22	2
https://www.douyin.com/video/7331191113363082548	究其本质，在法律层面上与骗取贷款罪同属。	齐鲁晚报·果然视频	2024-02-03 10:06:01	19528	96882	14155
https://www.douyin.com/video/7315435459474132274	大学生刚毕业，充当背债人进监狱了，爸妈一个白头苍老许多。#贷款 #贷款买房 #融资 #金融 #诈骗	铲子哥；在魔都	2023-12-22 23:06:29	389	1180	372
https://www.douyin.com/video/7319331562116435251	揭秘篇：职业背债人#担保需谨慎 #背债人 #金融常识	苏州金融周彪	2024-01-02 11:05:43	1443	1425	359
https://www.douyin.com/video/7346806392268786955	职业背债人的真相是什么#泰安 #职业背债人 #防骗	金舵家鲜食海参小时达	2024-03-16 12:01:08	307	2712	301
https://www.douyin.com/video/7342439116904107290	#银行贷款 #背债 #背债人的生活 #失信被执行人 #债务纠纷	武汉龙先生在银行圈	2024-03-04 17:33:52	1450	10329	1653
https://www.douyin.com/video/7390774788123282688	“背债人”不能做！给多钱都别做！	陕西警方	2024-07-15 08:00:00	115	1037	173
https://www.douyin.com/video/7331240948644449536	"职业背债人的暴利生意经：3个月躺赚200万，代价是“一辈子老赖”，或涉嫌骗取贷款罪
（东方网·纵相视频 蒋美青）"	东方网	2024-02-03 13:19:23	55	687	91
https://www.douyin.com/video/7306350023606930728	三个月给你十万，揭秘职业背债人惊天内幕。#老宋讲法拍 #老宋房谈 #法拍房 #郑州法拍房 #职业背债人	郑州法拍房	2023-11-28 11:30:04	30	3823	769
https://www.douyin.com/video/7346929526120779027	揭秘一个1+2和老公做局让原配背债的套路。#离婚 #婚姻 #夫妻债务	法律人老曹	2024-03-16 19:59:00	348	8458	1954
https://www.douyin.com/video/7337678553279958299	#职业背债#观点分享 #普及知识 #老实人说老实话	春哥	2024-02-20 21:40:30	5	17	1
https://www.douyin.com/video/7396275450793692426	#创作灵感 背债会不会坐牢！欢迎大家发表自己的意见#金融常识 #银行贷款 #解决你的经济难题 #公积金 @抖音热点宝	浙江金融→杨泽	2024-07-27 19:26:20	1	12	1
https://www.douyin.com/video/7331223259528072459	颠覆你的想像，职业背债人浮出水面，游走在法律边缘，对此你怎么看？#金融常识 #法律讲堂 #抖来普法2023	吕华剑律师	2024-02-03 12:10:43	11	12	1
https://www.douyin.com/video/7394415585653755176	职业闭店人？职业背债人？揭露教培老板跑路真相！#培训机构 #维权 #爆料 #避坑	熙妈聊教育.	2024-07-22 19:09:11	106	1447	75
https://www.douyin.com/video/7396508336834759987	企业规划 是基于个体或者企业实际的经营情况来做岱前，岱中，岱后的指导#金融 #企业服务#解决问题 #武汉同城	奇哥-武汉金融企服	2024-07-28 10:30:05	2	15	0
https://www.douyin.com/video/7396282805170474280	银行的债务谁来背#银行 #债务 #存款人	王笃明企业重组并购	2024-07-27 19:55:18	134	383	36
https://www.douyin.com/video/7396304325951098151	自我反省，人到中年负债3100万，我可能是中年人里面混的最差的那个人吧！#负债前行 #负债人加油 #成年人的崩溃 #说不出的心酸 #负债人	@老余有点愚（翻身记）	2024-07-27 21:18:27	59	201	25
https://www.douyin.com/video/7396268490111339795	有多大脚，穿多大鞋，脚踏实地才是唯一出路#负债 #认知 #思维	赵撑伞	2024-07-27 18:59:21	305	2652	606
https://www.douyin.com/video/7396617500332543267	定兴的兄弟们，你是否有勇气直面负债？ #定兴房产买卖 #定兴青年#小豪金融日记 #负债规划#认知觉醒	定兴青年👦🏻小豪金融日记	2024-07-28 17:33:47	11	89	7
https://www.douyin.com/video/7396237961722973477	虽然我是一名中介，靠这个行业吃饭，但是我并不希望负债的人越来越多！#郑州金融服务老赵 #郑州同城 #郑州 #财经 #郑州助贷	郑州老赵-企业咨询	2024-07-27 17:00:56	38	134	27
https://www.douyin.com/video/7395917139200265482	恳求人民法院，给我们负债人一条活路吧，我们也想从头再来#负债前行 #社会百态 #情感	源源	2024-07-26 20:15:57	103	427	8
https://www.douyin.com/video/7342464673280740644	高中背债300万到东山再起 #创业 #创业经历 #故事 #禹橙 #红人聚	禹橙-商业红人聚	2024-03-04 19:13:09	73	1715	642
https://www.douyin.com/video/7396279868415036672	中年男人因为负债房贷差点断供，意外做自媒体居然月入十万#创业 #负债 #翻身	小张再次出发	2024-07-27 19:55:14	2288	15304	2312
https://www.douyin.com/video/7396628051502681381	负债的朋友们，有一大批网贷公司被吊销牌照，快看看你欠的网贷，有没有在名单上？如果你刷到这个视频，帮忙点个赞、点个关注！谢谢😜#负债 #逾期协商 #合规网贷  #债权  #网贷  @抖音小助手	阿龙在努力	2024-07-28 18:14:45	6	12	1
https://www.douyin.com/video/7396550056205126947	这几件事一定要注意！#走出低谷 #情感共鸣 #负债人 #说真话 #难熬的日子终会过去	张二娃（平头哥）	2024-07-28 13:12:01	37	331	107
https://www.douyin.com/video/7396608485154196773	你认为卖给谁合适？#关注负债者 #法律咨询 @DOU+小助手	华哥律法认知圈	2024-07-28 16:58:47	198	88	2
https://www.douyin.com/video/7396601098439625995	【客户案例】北京房抵贷款100万，半时间被黑心中介坑了30万，负债从20多万飙升至200多万，真实案例分享，办理贷款需要擦亮双眼#金融常识 #银行贷款 #行业揭秘 #北京房抵 #房抵经营贷	北京行正道-房抵咨询	2024-07-28 16:30:06	5	8	0
https://www.douyin.com/video/7396272960161516812	#科普 #负债前行 #捷信 @DOU+小助手 @抖音小助手 @DOU+上热门	顺哥	2024-07-27 19:25:23	34	57	10
https://www.douyin.com/video/7395596763807108379	丈母娘新技能，“会看征信报告”，结婚前看一下对方征信太重要了，别到时候帮他背债。#银行贷款 #个人征信报告	小朱聊金融	2024-07-25 23:32:44	20	131	39
https://www.douyin.com/video/7396256666276171049	事实证明人在落魄的时候是真的没有朋友的！#只有经历过的人才会懂 #扎心现实 #成年人的崩溃 #真实经历 #负债人	小马（重头来过)	2024-07-27 18:13:32	32	256	38
https://www.douyin.com/video/7396473904543452452	网贷逾期不还了，最坏的结果是什么？#负债前行 #银行贷款 #逾期 #信用卡 #淮安	淮安好运哥居间咨询	2024-07-28 08:16:41	40	780	355
https://www.douyin.com/video/7396568359967493427	全国8亿人负债，其中有你吗？#金融常识 #金融 #银行 #信用知识	银行  富贵	2024-07-28 14:23:12	6	77	23
https://www.douyin.com/video/7396514103998680374	《无尽负债》#小说推荐 #漫画解说 #文荒推荐	无尽书屋	2024-07-28 10:52:32	175	4776	1328
https://www.douyin.com/video/7396627179993337088	你们都负债多少呢#黄金回收 #今日金价 #没有套路 #奢侈品回收	连云港小会黄金回收＋定制	2024-07-28 18:11:19	88	65	3
https://www.douyin.com/video/7396542532806610215	02年女生负债40万创业#日常vlog #享受当下 #每天都要甜甜的	钱塘田木子大码批发	2024-07-28 12:42:51	27	102	3
https://www.douyin.com/video/7396247621532126501	负债过期压力太大？请你思考这三个问题！ #法律咨询 #抖来学法 #负债 #逾期	叶律师在广州（债权债务）	2024-07-28 15:40:00	18	252	13
https://www.douyin.com/video/7395504317366652201	下半年负债人的春天来了，要利用好这些政策 #负债 #逾期 #负债前行	方老师说债务协商	2024-07-26 18:50:00	50	623	170
https://www.douyin.com/video/7396564254473653540	被诉故事解决过程#法律常识 #抖来普法2024	田总【靠谱】	2024-07-28 14:07:08	9	100	50
https://www.douyin.com/video/7396555470296583478	#负债前行 #科普 #捷信 @DOU+小助手 @抖音小助手 @DOU+上热门	顺哥	2024-07-28 13:43:32	1	6	4
https://www.douyin.com/video/7395795805916990720	【完整版】对话辜朝明、朱宁：高负债、低消费、房产泡沫，日本失去三十年敲响的警钟 #掘金计划2024  #日本经济 #房地产 #辜朝明 #聊一波	聊一波@王波明	2024-07-26 12:25:23	355	8769	4609
https://www.douyin.com/video/7395830014572252443	8亿人负债 你只是其中一个 #负债人 #经历 #感受 #共鸣 #债务 @DOU+小助手	大司哥砥砺前行	2024-07-26 18:22:00	71	334	34
https://www.douyin.com/video/7396256221310848310	你们接到催收电话是怎么回答的#负债前行 #催收 #逾期协商 #关注负债者 #债务逾期 @DOU+小助手	远哥的故事	2024-07-27 18:11:47	37	35	2
https://www.douyin.com/video/7395023587532442932	警惕催收新套路，让你防不胜防#负债前行 #法律 #经济 #金融 #财经	龙卫星律师	2024-07-28 14:00:00	2	21	8
https://www.douyin.com/video/7396617689919229184	毕业一年，普通二本还过着负债生活，希望大家不要笑话我#打工人 #00后 #存钱 #记录真实生活 #阿柴记账	柚子呀	2024-07-28 17:34:28	105	232	26
https://www.douyin.com/video/7396627628779736360	#逾期 #法律咨询 #负债 #催收 #冻结	刘律师（晚10点直播）	2024-07-28 18:13:04	77	604	771
https://www.douyin.com/video/7396572831263247642	电话托管:失业版 #负债前行 #逾期协商 #逾期 #催收 #解决问题	崛起之路	2024-07-28 14:40:21	0	10	0
https://www.douyin.com/video/7282956604281064743	背债人#背债人 @DOU+小助手	中融亚洲	2023-09-26 10:31:29	506	3239	547
https://www.douyin.com/video/7396142623406296320	给负债人留条活路吧！#负债前行 #走出低谷 #负债人 #负债人的心声 #负债人加油	协商法律咨询事务所	2024-07-27 10:50:58	55	1041	61
https://www.douyin.com/video/7276624724434734348	职业背债人#我在抖音讲贷款	中融亚洲	2023-09-09 09:00:30	19252	19745	4266
https://www.douyin.com/video/7338388351151508745	#职业背债人 #银行 #大连 #贷款 #小马聊金融 什么是职业背债人？	小马聊金融（大连）	2024-02-22 19:34:49	13	28	2
https://www.douyin.com/video/7395856701909470504	口子疯了，如果征信有问题还能否贷款？#征信 #银行贷款 #企业 #银行知识	连云港胡行长	2024-07-26 16:30:01	119	363	83
https://www.douyin.com/video/7396142623406296320	给负债人留条活路吧！#负债前行 #走出低谷 #负债人 #负债人的心声 #负债人加油	协商法律咨询事务所	2024-07-27 10:50:58	55	1041	61
https://www.douyin.com/video/7338388351151508745	#职业背债人 #银行 #大连 #贷款 #小马聊金融 什么是职业背债人？	小马聊金融（大连）	2024-02-22 19:34:49	13	28	2
https://www.douyin.com/video/7395750820756671807	39岁负债158 我是不是很失败 像我这样的人还有救吗#负债前行 #低谷期一定要默默的熬过去	江西徐少（回头是岸）	2024-07-26 09:30:42	429	4412	546
https://www.douyin.com/video/7359133686182317327	什么是背债人？#职业背债人 #背债人 #灵魂拷问 #认知 #讲真话	高晴 企业规划师	2024-04-18 17:17:23	1124	1440	377
https://www.douyin.com/video/7334569535158160681	职业背债人被抓以后会怎么判刑，贷款诈骗罪判多少年#职业背债人 #诈骗罪#贷款诈骗罪#广州刑事律师#广州专业刑事律师 天河区刑事律师|白云区刑事律师|黄埔区刑事律师	广州律师朱明利	2024-02-12 12:36:17	454	585	244
https://www.douyin.com/video/7395856701909470504	口子疯了，如果征信有问题还能否贷款？#征信 #银行贷款 #企业 #银行知识	连云港胡行长	2024-07-26 16:30:01	119	363	83
https://www.douyin.com/video/7396269279848484146	我是被超前消费残害的90后，曾经拿着一二十万年薪，成功让自己负债近200万！#创作灵感 #负债前行 #超前消费	刘俊不装了	2024-07-27 19:02:28	142	299	42
https://www.douyin.com/video/7395923514894683426	有人建议我相亲还债，你觉得可行不？ #负债前行 #相亲 #脱单 #创业者 #韩后王敢敢	韩后创始人王敢敢	2024-07-26 20:40:41	93	473	19
https://www.douyin.com/video/7328050595078671625	"背债？！那是真的傻！
#一个敢说真话的房产人 #金融知识"	逐风	2024-01-25 22:59:05	14	41	11
https://www.douyin.com/video/7396321660309081396	“催收电话永远不接会怎么样”#贵阳金融 #贵阳贷款 #催收电话 #负债前行 #五险一金	段凯胜	2024-07-27 22:25:42	134	1263	592
https://www.douyin.com/video/7351369445081681186	3月28日报道，河南郑州，男子暴富梦想没实现，反被哄骗成职业背债人，幸好幡然醒悟，没酿成大祸|贷200万能净挣100万？④	大象新闻	2024-03-28 19:08:13	46	845	145
https://www.douyin.com/video/7367245329734913307	小姑娘成汽车背债人，真的要小心身边亲近之人！ #汽车知识	阿科车与生活	2024-05-10 16:50:00	801	22711	4597
https://www.douyin.com/video/7395026958054067496	欠债人如何应对债务逾期问题？#负债前行 #法律 #金融 #财经 #经济	龙卫星律师	2024-07-28 20:00:00	1	2	0
https://www.douyin.com/video/7395878715806207244	赔了2000万 负债500万，我还能东山再起吗？#创业 #商业思维 #负债 #女性智慧 #美业	冯姐丨美业赋能变现	2024-07-26 17:46:55	5	23	1
https://www.douyin.com/video/7353212782948388108	职业背债，违法必究#郑州同城 #金融常识 #银行贷款	郑州金融姬康	2024-04-02 18:21:17	4	29	3
https://www.douyin.com/video/7326832595747032361	揭秘篇：职业背债人#背债人 #金融常识 #担保需谨慎	吕梁众赢金服 飞飞	2024-01-22 16:12:41	15	63	10
